Actual(y),Predicted(y),Difference
1.923,2.159819999999999,0.23681999999999892
4.309,3.5963606999999977,0.7126393000000024
2.0,2.06315,0.06314999999999982
4.348,4.345654499999995,0.0023455000000049964
0.985,1.23975,0.2547499999999999
1.512,1.4387799999999995,0.0732200000000005
3.326,3.0548802,0.27111980000000013
0.839,0.8473099999999998,0.008309999999999818
1.308,1.4318200000000005,0.12382000000000049
3.458,2.599839999999999,0.8581600000000011
1.042,1.0983301,0.05633010000000005
2.813,3.516071699999998,0.703071699999998
0.53,0.6145900000000002,0.08459000000000017
1.542,1.1103399999999994,0.4316600000000006
2.574,2.659830000000001,0.08583000000000096
2.136,1.630519999999999,0.505480000000001
0.546,0.66032,0.11431999999999998
2.661,2.6536099999999982,0.007390000000001784
1.092,1.5652700000000002,0.4732700000000001
2.141,2.2176600000000017,0.07666000000000173
1.316,1.4540899999999994,0.13808999999999938
1.52,1.3623500000000004,0.15764999999999962
2.618,2.723129999999998,0.10512999999999817
1.455,1.5648900999999997,0.10989009999999966
1.226,0.9700600000000003,0.2559399999999997
2.056,1.752140000000001,0.30385999999999913
3.147,3.0466100000000007,0.10038999999999909
1.388,1.6876601,0.2996601000000001
1.274,1.25033,0.02367000000000008
1.991,1.7965501000000006,0.1944498999999995
0.974,0.9667799999999996,0.007220000000000337
1.523,1.35447,0.16852999999999985
1.542,1.7934200000000005,0.2514200000000004
5.00001,3.458700299999997,1.5413097000000024
5.00001,4.600474599999995,0.39953540000000487
2.131,2.1847400000000006,0.05374000000000079
0.738,1.3375400000000004,0.5995400000000004
1.582,1.6518301,0.0698300999999999
2.3,2.2304900000000005,0.0695099999999993
0.975,1.1528,0.17780000000000007
3.365,3.5363209999999987,0.1713209999999985
1.765,1.96127,0.19627000000000017
2.528,2.084450499999999,0.44354950000000093
0.985,1.1528199999999995,0.16781999999999953
1.918,1.7993299999999997,0.11867000000000028
3.325,3.5711608000000017,0.2461608000000015
1.581,1.8142799999999997,0.2332799999999997
3.143,2.2832402,0.8597598
1.839,1.2572900000000002,0.5817099999999997
2.598,2.494330000000001,0.10366999999999882
1.095,1.771309999999999,0.6763099999999991
1.22,1.1386200000000004,0.08137999999999956
1.118,1.3937700000000006,0.2757700000000005
1.301,1.7343300000000006,0.43333000000000066
2.229,1.5685999999999996,0.6604000000000005
3.261,3.079040199999999,0.18195980000000134
0.75,0.8557799000000001,0.10577990000000015
5.00001,4.252963599999997,0.747046400000003
3.056,3.0681399999999996,0.012139999999999596
1.875,2.2335803,0.35858029999999985
0.613,0.6146199999999997,0.0016199999999997328
1.136,1.3433599999999999,0.20736
0.641,0.7951700000000003,0.15417000000000025
1.075,1.0841799999999997,0.009179999999999744
0.875,1.8048401000000007,0.9298401000000007
1.783,1.8463999999999996,0.06339999999999968
0.891,1.08166,0.19066000000000005
3.873,2.98055,0.8924500000000002
1.031,1.1303200999999994,0.09932009999999947
1.42,1.3488000000000009,0.07119999999999904
3.156,2.7287400999999996,0.4272599000000006
0.669,0.7783500000000003,0.10935000000000028
2.056,1.8154199999999998,0.24058000000000024
0.463,0.56373,0.10072999999999993
1.759,1.9058300000000008,0.1468300000000009
0.707,0.7185499999999995,0.011549999999999505
1.523,1.20123,0.3217699999999999
1.538,1.41271,0.12529000000000012
2.482,2.420680000000001,0.061319999999999375
1.875,2.1406902999999997,0.2656902999999997
5.00001,3.6571611999999982,1.3428488000000014
5.00001,3.7663705999999975,1.2336394000000022
3.088,3.1954803000000003,0.1074803000000002
5.00001,4.415614399999995,0.584395600000005
2.38,2.2761600000000013,0.1038399999999986
1.708,1.5804200000000004,0.12757999999999958
1.647,1.8386700000000002,0.19167000000000023
2.272,1.7510500000000002,0.5209499999999996
3.588,3.447890599999999,0.14010940000000094
2.157,1.8739101000000007,0.28308989999999934
2.039,1.9588600000000007,0.08013999999999943
1.923,2.0927900000000004,0.16979000000000033
0.932,0.9807499999999995,0.048749999999999405
1.25,1.48816,0.23815999999999993
1.063,1.2462099999999996,0.18320999999999965
1.542,1.7042200000000005,0.16222000000000047
0.766,0.9340300000000006,0.16803000000000057
1.573,1.4225199999999998,0.15048000000000017
1.125,0.9910300000000004,0.1339699999999996
2.098,2.2396499999999997,0.14164999999999983
2.5,3.2720303999999993,0.7720303999999993
1.263,1.5558699999999999,0.29286999999999996
1.919,1.9188800000000004,0.00011999999999967592
4.01,4.241932999999999,0.23193299999999883
3.593,3.5284104000000003,0.06458959999999969
1.024,1.1745199999999993,0.15051999999999932
2.043,2.894771,0.8517709999999998
1.504,1.58679,0.08278999999999992
4.286,3.144361100000001,1.1416388999999985
1.357,1.5525000000000007,0.19550000000000067
2.5,2.567490000000002,0.06749000000000205
1.347,2.2949799999999994,0.9479799999999994
1.899,2.4224299000000005,0.5234299000000004
1.357,1.53383,0.17683000000000004
1.182,1.0730000000000002,0.10899999999999976
1.261,1.1746600000000005,0.08633999999999942
1.62,1.70587,0.08586999999999989
0.673,0.9582200000000001,0.28522000000000003
2.42,2.139459999999998,0.280540000000002
1.827,3.129750000000002,1.3027500000000019
1.375,1.2869099999999998,0.08809000000000022
0.886,0.9641200000000006,0.07812000000000063
0.905,1.1918699999999998,0.28686999999999974
0.735,0.79653,0.061529999999999974
1.279,1.3555200000000003,0.07652000000000037
2.224,2.2560700000000007,0.03207000000000049
1.217,1.0880900000000004,0.12890999999999964
2.107,1.7668599999999999,0.34014000000000033
2.181,1.921629999999999,0.259370000000001
2.907,2.70539,0.20161000000000007
1.671,1.59538,0.07562000000000002
3.661,3.0920608,0.5689392
1.739,2.0555701999999996,0.31657019999999947
1.576,1.54865,0.027349999999999985
3.52,2.7563901000000004,0.7636098999999996
1.347,1.5088200999999992,0.16182009999999925
1.653,1.9874999999999992,0.33449999999999913
1.262,1.7206800000000002,0.4586800000000002
1.098,1.2097600000000004,0.1117600000000003
0.632,0.6693700000000001,0.037370000000000125
0.792,0.9712300000000001,0.1792300000000001
1.421,1.7446200000000003,0.32362000000000024
1.854,1.2134800000000001,0.64052
0.664,0.7084299999999998,0.04442999999999975
2.339,1.8514399999999993,0.48756000000000066
1.486,1.6560699999999997,0.17006999999999972
2.016,2.4733800999999995,0.4573800999999995
1.613,1.6090700000000024,0.003929999999997547
1.601,1.74237,0.14137
1.813,1.9737600000000006,0.16076000000000068
2.189,2.3512699999999995,0.16226999999999947
0.588,0.7554299999999998,0.16742999999999986
0.834,1.1543400000000006,0.3203400000000006
5.00001,4.869147399999992,0.1308626000000075
2.028,2.1970999999999994,0.16909999999999936
1.194,1.4211699999999992,0.2271699999999992
4.958,2.8389906,2.1190094000000004
1.688,2.6327306999999984,0.9447306999999985
3.701,3.3670901999999985,0.3339098000000016
1.276,1.1455600000000006,0.13043999999999945
4.178,3.331720300000002,0.846279699999998
1.862,1.436050000000001,0.42594999999999916
2.75,2.4760216000000015,0.2739783999999985
2.031,2.4226999999999994,0.39169999999999927
1.775,1.5587001,0.21629989999999988
1.827,1.7618401000000006,0.06515989999999938
1.676,1.8408499999999999,0.16484999999999994
0.889,0.93962,0.05062
1.418,1.4740400000000002,0.05604000000000031
1.93,2.073809999999998,0.14380999999999822
4.352,3.452941799999999,0.8990582000000011
2.674,3.3648219999999993,0.6908219999999994
0.797,0.9845999999999998,0.18759999999999977
1.875,2.2628004999999995,0.38780049999999955
1.577,1.73387,0.15687000000000006
1.897,1.4699801000000006,0.42701989999999945
0.737,0.7030900000000002,0.033909999999999774
2.441,2.5135499999999995,0.07254999999999967
0.875,0.72932,0.14568000000000003
0.928,0.8806200000000001,0.04737999999999998
2.979,2.38041,0.5985900000000002
2.039,2.4343200000000005,0.39532000000000034
2.109,2.1159500000000007,0.006950000000000678
1.708,2.1535799999999994,0.4455799999999994
1.486,1.7248600000000003,0.2388600000000003
3.8,2.559660299999999,1.2403397000000007
1.591,1.6527300000000005,0.06173000000000051
2.713,3.3872804000000007,0.6742804000000007
4.068,3.831072599999999,0.2369274000000008
1.75,1.8782201000000007,0.12822010000000073
5.00001,4.272072699999996,0.7279373000000033
3.349,2.3496999999999995,0.9993000000000007
1.388,1.5543799999999999,0.16637999999999997
3.341,2.244270000000001,1.096729999999999
1.005,1.1536899999999997,0.14868999999999977
1.13,1.2286699999999995,0.09866999999999959
2.5,3.0400904999999985,0.5400904999999985
1.536,1.2911799999999998,0.24482000000000026
2.362,2.411139999999999,0.04913999999999907
2.146,1.5966699999999994,0.5493300000000005
1.069,1.1232900000000003,0.054290000000000393
5.00001,4.333072399999997,0.6669376000000025
2.279,2.3776500000000014,0.09865000000000146
3.953,3.6347302999999997,0.3182697000000001
0.865,1.0841200000000002,0.2191200000000002
2.586,2.47956,0.10643999999999965
2.372,1.9368300000000003,0.4351699999999996
1.818,1.86902,0.05101999999999984
1.434,1.5360099999999997,0.10200999999999971
1.625,1.57516,0.049840000000000106
3.582,3.4142710999999992,0.16772890000000062
2.438,1.8544401000000001,0.5835599
0.804,1.0133299999999998,0.2093299999999998
0.862,1.2931499999999998,0.4311499999999998
0.751,0.9884000000000005,0.2374000000000005
0.738,1.26717,0.5291699999999999
0.918,0.8907099999999996,0.02729000000000048
2.119,2.3249400000000007,0.20594000000000046
1.547,1.45027,0.09672999999999998
2.401,1.8241099999999988,0.576890000000001
0.828,1.1061199999999995,0.2781199999999996
1.656,1.0937399999999993,0.5622600000000006
5.00001,4.94579949999999,0.05421050000000971
2.38,1.9833600000000005,0.39663999999999944
1.982,2.0343400000000007,0.05234000000000072
1.678,1.8043100000000007,0.1263100000000008
4.183,3.6650212999999976,0.5179787000000022
1.0,1.07137,0.07136999999999993
0.51,0.67837,0.16837000000000002
1.5,1.0877600000000003,0.4122399999999997
1.173,1.5774099999999998,0.4044099999999997
1.098,1.0525799999999992,0.045420000000000904
2.208,2.427990100000001,0.21999010000000085
1.796,1.88234,0.08633999999999986
2.161,2.0944599999999993,0.06654000000000071
1.063,2.9711607999999994,1.9081607999999994
0.85,0.87634,0.02634000000000003
3.348,3.2764901999999996,0.07150980000000029
1.651,1.7712400000000006,0.12024000000000057
1.913,2.4028099999999997,0.48980999999999963
1.601,1.6912800000000008,0.0902800000000008
3.152,2.5046400000000006,0.6473599999999995
1.375,1.5982804000000004,0.22328040000000038
0.904,0.9313399999999994,0.027339999999999365
5.00001,4.885688299999991,0.11432170000000852
1.44,1.9486900999999983,0.5086900999999984
1.75,2.0483599999999993,0.2983599999999993
4.182,3.1725801000000002,1.0094199000000001
2.26,2.733250200000001,0.4732502000000012
3.569,3.356520200000001,0.21247979999999878
1.113,1.0668799999999998,0.04612000000000016
1.742,1.51569,0.22631
3.678,3.8824615999999965,0.20446159999999658
2.927,2.11724,0.8097600000000003
3.5,1.58743,1.91257
1.539,1.6109399999999996,0.07193999999999967
2.277,2.253850400000001,0.023149599999999104
1.375,1.4529000000000005,0.07790000000000052
1.008,0.8809799999999999,0.12702000000000013
0.75,0.8766300000000006,0.12663000000000058
1.44,1.259500000000001,0.180499999999999
2.481,1.7724499999999999,0.70855
2.596,3.0720603999999994,0.4760603999999993
1.875,2.0957000000000003,0.22070000000000034
0.721,1.2274399999999999,0.5064399999999999
0.697,0.8239999999999997,0.12699999999999978
1.877,2.0984699999999994,0.2214699999999994
0.875,1.584150100000001,0.7091501000000009
5.00001,3.9804627999999975,1.019547200000002
1.143,0.96266,0.18034000000000006
2.579,2.7548502999999998,0.17585029999999957
1.054,0.9440999999999995,0.10990000000000055
1.441,1.3126799999999994,0.12832000000000066
0.52,0.7706800000000001,0.2506800000000001
2.433,2.4592799999999984,0.026279999999998527
3.387,2.9543700999999998,0.43262990000000023
2.228,2.172869999999999,0.05513000000000101
3.242,3.088980000000001,0.15301999999999882
0.914,1.0951799999999998,0.18117999999999979
1.207,1.1988099999999997,0.008190000000000364
0.799,1.0034200000000002,0.20442000000000016
0.869,1.0747100000000003,0.20571000000000028
1.668,1.6215799999999987,0.04642000000000124
3.0,1.5443804000000012,1.4556195999999988
2.167,1.9155099999999996,0.2514900000000002
5.00001,4.91998799999999,0.08002200000000936
3.164,3.4804816999999986,0.3164816999999984
0.944,1.0787599999999997,0.13475999999999977
2.55,1.6513299999999995,0.8986700000000003
2.667,2.3391801000000014,0.3278198999999984
2.471,2.786690300000001,0.31569030000000087
2.319,2.428619999999999,0.10961999999999916
2.393,1.74317,0.6498299999999997
1.823,2.094580099999999,0.2715800999999991
0.911,1.1331000999999998,0.2221000999999998
3.478,3.9957915999999973,0.5177915999999971
5.00001,2.870719999999999,2.1292900000000006
2.375,2.978801799999999,0.603801799999999
2.708,2.836850000000001,0.1288500000000008
1.644,1.796209999999998,0.15220999999999818
3.492,3.9388809999999994,0.4468809999999994
3.316,3.302561699999998,0.013438300000002013
2.5,2.7083605999999993,0.20836059999999934
2.858,2.910450100000001,0.052450100000001054
2.881,2.91823,0.037230000000000096
2.541,2.2947802999999993,0.2462197000000006
2.703,2.63408,0.06891999999999987
0.992,1.1601099999999998,0.16810999999999976
0.833,1.0219300000000002,0.18893000000000026
1.417,2.294280099999999,0.877280099999999
2.596,2.9820002999999997,0.38600029999999963
0.613,0.9841900999999998,0.37119009999999986
1.869,2.2140500000000003,0.3450500000000003
2.392,2.384780100000001,0.007219899999999058
1.932,2.17598,0.24398000000000009
1.194,1.1927,0.0012999999999998568
1.375,1.7660000000000005,0.39100000000000046
1.557,1.5374400000000004,0.019559999999999578
4.457,3.4907717000000007,0.9662282999999992
1.128,1.4368,0.3088000000000002
1.834,1.9774100000000008,0.1434100000000007
2.662,2.842380100000001,0.18038010000000115
1.361,1.5548599999999992,0.19385999999999926
1.36,1.2492,0.11080000000000001
1.417,1.3998800000000002,0.017119999999999802
2.715,2.5713600000000003,0.14363999999999955
3.183,2.9962302000000007,0.1867697999999991
0.875,1.0694000000000001,0.19440000000000013
2.017,1.9548700000000003,0.062129999999999574
1.814,1.7952399999999995,0.018760000000000554
2.608,2.1641999999999997,0.4438000000000004
0.942,0.8808900000000003,0.061109999999999665
3.585,3.7876107000000006,0.2026107000000006
0.89,0.8406699999999999,0.049330000000000096
0.953,0.8163300000000002,0.13666999999999974
0.809,0.7224299999999999,0.08657000000000015
5.00001,3.3818704999999984,1.6181395000000012
3.292,2.44051,0.8514899999999996
3.404,2.870370399999999,0.5336296000000007
2.378,2.5639200000000013,0.1859200000000012
1.419,1.5922299999999996,0.17322999999999955
2.991,2.6299502000000015,0.36104979999999864
0.519,0.7397599999999999,0.22075999999999985
4.573,2.9382010999999992,1.6347989000000012
2.822,2.7434102,0.07858980000000004
5.00001,2.3621000000000016,2.637909999999998
0.55,0.7810299999999997,0.23102999999999962
1.143,0.9799099999999997,0.1630900000000003
1.125,1.0523000000000005,0.07269999999999954
2.139,2.0801199999999995,0.058880000000000265
3.056,2.3490799999999994,0.7069200000000007
0.727,0.9233899999999999,0.19638999999999995
0.696,0.7589199999999999,0.06291999999999998
2.436,2.737,0.30100000000000016
1.434,1.5133300000000005,0.07933000000000057
3.25,2.0332700000000004,1.2167299999999996
1.363,1.1798799999999998,0.18312000000000017
2.125,2.2427799999999998,0.11777999999999977
5.00001,4.765157099999992,0.2348529000000079
1.785,1.8744899999999998,0.08948999999999985
1.813,1.8434200000000007,0.03042000000000078
2.538,2.3164599999999993,0.22154000000000051
1.058,1.06752,0.009519999999999973
2.269,2.0452799999999987,0.22372000000000147
1.609,1.6817599999999993,0.07275999999999927
2.84,2.8266500000000008,0.013349999999999085
1.413,1.5532600000000003,0.14026000000000027
1.518,1.1049,0.4131
2.66,2.903429999999999,0.2434299999999987
2.006,2.149379999999999,0.14337999999999917
0.883,1.3952200000000001,0.5122200000000001
1.966,1.7613300000000003,0.20466999999999969
3.532,2.39739,1.13461
1.61,1.4292200000000008,0.18077999999999927
2.93,3.6061805000000002,0.6761805000000001
2.185,2.1955302000000003,0.010530200000000267
5.00001,5.000009999999989,1.0658141036401503e-14
1.098,1.1287000000000007,0.030700000000000616
5.00001,4.744757399999996,0.25525260000000394
1.125,0.8451299999999997,0.2798700000000003
1.225,1.5789399999999998,0.3539399999999997
2.649,2.5285999999999995,0.1204000000000005
0.863,0.9014299999999998,0.03842999999999985
0.847,1.1399900000000003,0.2929900000000003
1.846,1.6914300000000009,0.1545699999999992
5.00001,4.163571799999999,0.8364382000000008
1.04,0.95218,0.08782000000000001
0.556,0.8875200000000004,0.33152000000000037
4.104,3.501360100000002,0.602639899999998
2.714,2.1583000000000006,0.5556999999999994
0.996,1.0168499999999998,0.020849999999999813
2.75,3.041430499999999,0.2914304999999988
1.0,1.0684600000000004,0.06846000000000041
2.398,2.6003600000000016,0.20236000000000143
2.178,1.6859399999999993,0.4920600000000006
1.573,1.7964799999999994,0.22347999999999946
1.915,1.8118500000000008,0.10314999999999919
2.841,2.253449999999999,0.5875500000000011
1.693,2.2829500000000005,0.5899500000000004
1.727,1.7255399999999992,0.001460000000000905
2.714,2.4198404,0.29415959999999997
0.92,1.6159300000000005,0.6959300000000005
2.546,2.3977099999999982,0.1482900000000016
1.095,1.6155199999999996,0.5205199999999996
1.852,1.9523700000000002,0.10037000000000007
1.479,1.3159299999999998,0.16307000000000027
1.632,1.8293004000000013,0.19730040000000137
0.993,1.243,0.2500000000000001
1.845,1.5577899999999993,0.28721000000000063
2.32,2.7413300000000005,0.42133000000000065
2.675,2.4565201,0.21847989999999973
0.483,0.5281099999999996,0.04510999999999965
0.488,0.60803,0.12002999999999997
0.67,0.6649899999999996,0.005010000000000403
2.069,2.207570000000001,0.13857000000000097
3.619,3.450670199999999,0.1683298000000013
2.017,2.0585999999999993,0.041599999999999415
1.321,1.4755899999999995,0.15458999999999956
2.185,2.4959201000000006,0.3109201000000006
1.48,1.3943199999999996,0.08568000000000042
1.712,1.4774400000000005,0.23455999999999944
2.308,2.0966100000000005,0.2113899999999993
2.0,2.0269301000000004,0.0269301000000004
2.576,2.39513,0.1808700000000001
1.295,1.2666499999999998,0.028350000000000097
2.008,2.273729999999999,0.26572999999999913
5.00001,4.948408599999992,0.05160140000000801
1.96,2.0418400000000005,0.08184000000000058
5.00001,4.884848699999991,0.11516130000000846
1.538,1.57209,0.034089999999999954
1.614,1.5583100000000005,0.05568999999999957
2.344,2.6375599999999997,0.2935599999999998
1.815,1.9965699999999993,0.18156999999999934
3.321,3.291510099999999,0.029489900000001068
1.814,1.8147600999999989,0.00076009999999882
1.833,1.3864200000000002,0.44657999999999975
2.57,2.7421699999999998,0.17216999999999993
1.519,2.7695302999999996,1.2505302999999997
1.267,1.6555600000000004,0.38856000000000046
2.563,2.8455703999999997,0.28257039999999956
2.806,2.6668301000000008,0.1391698999999993
2.188,1.8846599999999996,0.3033400000000006
4.869,3.3569610000000005,1.5120389999999992
1.542,2.3907403,0.8487403
2.388,1.9848599999999998,0.40314000000000005
2.063,1.5929499999999992,0.47005000000000097
1.615,1.6551299999999995,0.040129999999999555
2.205,1.93726,0.2677400000000001
2.546,2.7398800999999997,0.1938800999999999
0.925,1.1114300000000001,0.1864300000000001
2.764,2.6031502000000004,0.16084979999999938
5.00001,4.858277899999993,0.1417321000000067
3.35,3.2512605999999984,0.0987394000000017
1.775,1.692849999999999,0.08215000000000083
3.815,3.1811802,0.6338197999999999
2.157,2.164460299999999,0.007460299999999087
1.4,1.27458,0.12541999999999986
5.00001,4.9082485999999905,0.0917614000000091
0.542,0.8754197999999994,0.3334197999999994
1.617,1.7109800000000004,0.0939800000000004
1.355,1.3775099999999996,0.022509999999999586
3.442,3.495290699999998,0.053290699999998026
1.348,1.3943799999999995,0.04637999999999942
1.609,1.43714,0.1718599999999999
0.469,1.1613500000000005,0.6923500000000006
2.25,2.5956400000000004,0.3456400000000004
0.57,0.7148000000000002,0.14480000000000026
3.149,2.8545104000000006,0.29448959999999946
1.351,1.55657,0.20557000000000003
3.047,3.4112204000000013,0.3642204000000011
1.689,1.9104600000000003,0.2214600000000002
1.759,1.6953999999999996,0.06360000000000032
3.632,3.0853401999999988,0.5466598000000014
2.428,3.140590599999998,0.7125905999999982
1.306,1.1774200000000001,0.12857999999999992
2.348,2.522549999999999,0.1745499999999991
1.677,1.5411599999999999,0.13584000000000018
1.719,1.9773899999999984,0.25838999999999834
2.063,2.1678200000000003,0.10482000000000014
1.458,1.6457199999999992,0.18771999999999922
1.523,1.6664599999999996,0.1434599999999997
2.187,1.8610899999999995,0.32591000000000037
1.031,0.9466999999999999,0.08430000000000004
1.188,1.1732500000000003,0.014749999999999597
0.574,0.68515,0.11115000000000008
3.019,2.79303,0.22597000000000023
0.425,0.9018901000000002,0.47689010000000026
1.098,1.2493100000000001,0.15131000000000006
1.908,1.71605,0.19194999999999984
0.84,0.8472000000000002,0.007200000000000206
3.474,3.2352200000000026,0.23877999999999755
2.328,1.8545599999999995,0.4734400000000003
0.835,0.8881900000000003,0.05319000000000029
1.43,1.4600399999999996,0.030039999999999623
1.038,1.0432099999999997,0.005209999999999715
0.579,0.7505999999999997,0.17159999999999975
0.882,1.0255900000000004,0.14359000000000044
2.83,4.4096932999999945,1.5796932999999944
1.186,1.1393899999999997,0.04661000000000026
1.181,1.17737,0.003630000000000022
2.678,2.4225399999999992,0.2554600000000007
0.735,1.7110504999999991,0.9760504999999992
3.486,2.995700699999999,0.4902993000000011
1.763,1.7337499999999995,0.029250000000000442
0.848,0.96722,0.11921999999999999
2.944,3.909920899999999,0.9659208999999991
3.596,3.3674804999999988,0.22851950000000132
1.115,1.1806900000000002,0.06569000000000025
1.246,1.401449999999999,0.15544999999999898
2.25,3.162182900000001,0.9121829000000008
3.154,2.6844900000000003,0.46950999999999965
1.078,1.0091599999999996,0.06884000000000046
1.705,1.8417399999999986,0.13673999999999853
1.96,1.7416205000000007,0.21837949999999928
0.583,0.7922699999999999,0.20926999999999996
1.837,1.71442,0.12257999999999991
4.578,4.250253799999997,0.32774620000000354
1.141,1.49844,0.35744
2.508,3.1321201000000007,0.6241201000000007
2.447,2.1820600000000003,0.26493999999999973
2.989,3.016900100000001,0.027900100000000982
4.143,3.4921404000000007,0.6508595999999991
2.213,2.0191600000000003,0.1938399999999998
3.5,1.5280299999999998,1.9719700000000002
1.063,0.8222099999999998,0.24079000000000017
2.384,2.6887300999999995,0.30473009999999956
2.838,2.5184503000000014,0.3195496999999987
0.659,0.6987899999999999,0.03978999999999988
1.77,1.56893,0.20107000000000008
1.831,1.7106199999999996,0.12038000000000038
2.898,2.8349299999999995,0.06307000000000063
2.278,1.9993599999999991,0.2786400000000009
5.00001,3.0304024999999997,1.9696075
2.294,2.3751799999999985,0.08117999999999848
3.202,3.1099601999999997,0.09203980000000023
1.25,1.8023100000000003,0.5523100000000003
1.365,1.1963599999999999,0.16864000000000012
3.491,3.420350099999999,0.07064990000000115
2.432,2.4406699999999986,0.008669999999998623
1.555,1.5383599999999995,0.016640000000000432
2.489,3.2569912,0.7679912
2.701,2.601480199999999,0.09951980000000127
1.0,2.617220099999999,1.617220099999999
1.102,0.9903099999999998,0.11169000000000029
1.761,1.8920700000000006,0.13107000000000069
1.856,2.0164799999999987,0.16047999999999862
0.462,0.6232200000000003,0.1612200000000003
2.18,2.7050905,0.5250904999999997
1.213,1.2924700000000005,0.07947000000000037
5.00001,5.000009999999989,1.0658141036401503e-14
2.432,1.9251700000000005,0.5068299999999994
0.983,1.0721899999999995,0.08918999999999955
0.822,0.6460499999999996,0.17595000000000038
2.046,1.9041400000000008,0.141859999999999
0.903,0.9519800000000003,0.048980000000000246
3.96,3.1226901999999996,0.8373098000000003
0.58,0.5528500000000002,0.027149999999999785
1.412,1.5639500000000002,0.15195000000000025
1.354,1.8678000000000008,0.5138000000000007
4.374,2.685260000000001,1.6887399999999988
0.625,1.0621,0.43710000000000004
1.304,1.49262,0.18862
2.779,3.4467006000000002,0.6677006000000003
1.373,1.4264499999999996,0.05344999999999955
0.721,0.8126499999999999,0.0916499999999999
2.605,2.80519,0.2001900000000001
2.463,2.6991599999999987,0.2361599999999986
1.745,1.6113699999999997,0.13363000000000036
1.963,2.5348100999999987,0.5718100999999987
3.2,2.6406802,0.5593198000000004
2.446,2.7967902000000002,0.35079020000000005
